source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	characteristics[medium]	characteristics[temperature]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[label]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
Run7_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run7_cell2	1	51	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run7_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run7_cell3	1	52	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run7_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run7_cell4_and_5	2	53	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run7_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run7_cell6_and_7	2	54	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run7_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run7_cell8_and_9	2	55	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run7_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	56	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run7_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	57	LB medium, then Terrific Broth	37°C	run 7	Proteomic profiling by mass spectrometry	1	Exp7	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_07_RZ_SBP_Exp7.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run8_cell1	1	58	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run8_cell2	1	59	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run8_cell3	1	60	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run8_cell4_and_5	2	61	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run8_cell6_and_7	2	62	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run8_cell8_and_9	2	63	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	64	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run8_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	65	LB medium, then Terrific Broth	37°C	run 8	Proteomic profiling by mass spectrometry	1	Exp8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_08_RZ_SBP_Exp8.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run9_cell1	1	66	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run9_cell2	1	67	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run9_cell3	1	68	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run9_cell4_and_5	2	69	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run9_cell6_and_7	2	70	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run9_cell8_and_9	2	71	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	72	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run9_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	73	LB medium, then Terrific Broth	37°C	run 9	Proteomic profiling by mass spectrometry	1	Exp9	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_09_RZ_SBP_Exp9.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run10_cell1	1	74	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run10_cell2	1	75	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run10_cell3	1	76	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
