source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	characteristics[medium]	characteristics[temperature]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[label]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
Run10_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run10_cell4_and_5	2	77	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run10_cell6_and_7	2	78	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run10_cell8_and_9	2	79	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	80	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run10_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	81	LB medium, then Terrific Broth	37°C	run 10	Proteomic profiling by mass spectrometry	1	Exp10	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_10_RZ_SBP_Exp10.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run11_cell1	1	82	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run11_cell2	1	83	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run11_cell3	1	84	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run11_cell4_and_5	2	85	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run11_cell6_and_7	2	86	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run11_cell8_and_9	2	87	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	88	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run11_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	89	LB medium, then Terrific Broth	37°C	run 11	Proteomic profiling by mass spectrometry	1	Exp11	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_11_RZ_SBP_Exp11.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run12_cell1	1	90	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run12_cell2	1	91	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run12_cell3	1	92	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run12_cell4_and_5	2	93	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run12_cell6_and_7	2	94	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_cell8_and_9	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run12_cell8_and_9	2	95	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_carrier_cells_1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	96	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run12_carrier_cells_2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	carrier	FACS	carrier	250	97	LB medium, then Terrific Broth	37°C	run 12	Proteomic profiling by mass spectrometry	1	Exp12	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_12_RZ_SBP_Exp12.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run13_cell1	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run13_cell1	1	98	LB medium, then Terrific Broth	37°C	run 13	Proteomic profiling by mass spectrometry	1	Exp13	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_13_RZ_SBP_Exp13.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run13_cell2	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run13_cell2	1	99	LB medium, then Terrific Broth	37°C	run 13	Proteomic profiling by mass spectrometry	1	Exp13	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_13_RZ_SBP_Exp13.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run13_cell3	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	single cell	FACS	Run13_cell3	1	100	LB medium, then Terrific Broth	37°C	run 13	Proteomic profiling by mass spectrometry	1	Exp13	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_13_RZ_SBP_Exp13.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run13_cell4_and_5	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run13_cell4_and_5	2	101	LB medium, then Terrific Broth	37°C	run 13	Proteomic profiling by mass spectrometry	1	Exp13	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_13_RZ_SBP_Exp13.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Run13_cell6_and_7	Escherichia coli	Cell lysate	Escherichia coli BL21(DE3)	not applicable	Prokaryotic cell	pooled	FACS	Run13_cell6_and_7	2	102	LB medium, then Terrific Broth	37°C	run 13	Proteomic profiling by mass spectrometry	1	Exp13	NT=Data-dependent acquisition;AC=PRIDE:0000627	20221220_Ec_13_RZ_SBP_Exp13.raw	1	Label free sample	not available	not available	Orbitrap Eclipse	NT=Trypsin;AC=1001251	0.05 Da	10 ppm	NT=TMT6plex;AC=737;CF=H(20) C(8) 13C(4) N 15N O(2);MM=229.162932;MT=Variable;PP=Anywhere;TA=['K']	NT=HCD; AC=MS:1002481	35% NCE	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043473/20221220_Ec_01_RZ_SBP_Exp13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
